JSM,ENDERECO,BAIRRO,CEP,TELEFONE,MUNICIPIO_JSM,UF_JSM
"10/50 - NONOAI","RUA PINHEIRO MACHADO, 345","CENTRO",,"(54) 3362 1843","NONOAI","RS"
"10/52 - PALMEIRA DAS MISSOES","RUA FRANCISCO PINHEIRO, 500","CENTRO",,"(55) 3742 1281","PALMEIRA DAS MISSOES","RS"
"10/63 - ROQUE GONZALES","RUA PADRE ANCHIETA, 221","CENTRO",,"33653329","ROQUE GONZALES","RS"
"10/66 - SANTANA DO LIVRAMENTO",,,,,"SANT'ANA DO LIVRAMENTO","RS"
"10/69 - SANTO ANGELO","Rua Marechal Floriano, 3065","Centro",,"(055) 55 33132524","SANTO ANGELO","RS"
"10/77 - SAO NICOLAU","RUA MARIA SEGGIARO HOFFMANN, 1035","CENTRO",,"33632100","SAO NICOLAU","RS"
"10/78 - SAO PAULO DAS MISSOES","RUA INDEPENDÊNCIA, 536","CENTRO",,"35631122","SAO PAULO DAS MISSOES","RS"
"10/98 - DEZESSEIS DE NOVEMBRO","RUA SANTO ANTÔNIO, 1243","CENTRO","97845000","33621100","DEZESSEIS DE NOVEMBRO","RS"
"10/100 - ENTRE IJUIS","RUA FRANCISCO RICHTER, 601","CENTRO","98855000","33291155 / 9 9136 5878","ENTRE-IJUIS","RS"
"10/105 - EUGENIO DE CASTRO","RUA MANOEL FERNANDES, 75","CENTRO","98860000","33351012","EUGENIO DE CASTRO","RS"
"10/107 - IPIRANGA DO SUL","AV DO COMÉRCIO,  124","CENTRO",,"(54) 3336 1100","IPIRANGA DO SUL","RS"
"10/112 - PIRAPO","RUA AFONSO MEDEIROS, 562","CENTRO",,"33511800","PIRAPO","RS"
"10/115 - SAO MIGUEL DAS MISSOES","RUA 29 DE ABRIL, 165","CENTRO",,"55-33811300 / 999123440","SAO MIGUEL DAS MISSOES","RS"
"10/118 - TRES ARROIOS","RUA JOÃO ZAHNER 155 - DDD 54","CENTRO",,"35261122","TRES ARROIOS","RS"
"10/127 - SALVADOR DAS MISSOES","Avenida Independência, 1131","Centro",,"(55) 3358 1101 / 99999 4365","SALVADOR DAS MISSOES","RS"
"10/143 - BOA VISTA DAS MISSOES","RUA FORTALEZA, 201 - DDD 55","CENTRO",,"55 37471090 / 999027049","BOA VISTA DAS MISSOES","RS"
"10/162 - RIO DOS INDIOS","RUA ANGELO SANTINELI S/N","CENTRO",,"(54) 3614 2106","RIO DOS INDIOS","RS"
"10/174 - NOVA CANDELARIA","RUA SÃO PEDRO 27","CENTRO",,"36166333","NOVA CANDELARIA","RS"
"10/192 - PARAISO DO SUL",,,,,"PARAISO DO SUL","RS"
"10/248 - TUPANCI DO SUL",,,,,"TUPANCI DO SUL","RS"
"10/251 - POUSO NOVO",,,,,"POUSO NOVO","RS"
"10/252 - PROGRESSO",,,,,"PROGRESSO","RS"
"11/5 - AGUA BOA","AV. ESPÍRITO SANTO, 14","CENTRO",,"35151554","AGUA BOA","MG"
"11/17 - BAMBUI",,,,,"BAMBUI","MG"
"11/67 - CORONEL FABRICIANO","AV. DR. PEDRO NOLASCO, 400 - TERM. RODOVIÁRIO - CORONEL FABRICIANO/MG ","CENTRO - CEP: 35170-300",,"(31) 38421513","CORONEL FABRICIANO","MG"
"11/91 - SAO GONCALO DO RIO PRETO","RUA DAS FLORES, Nº 215","CENTRO",,"35461237","SAO GONCALO DO RIO PRETO","MG"
"11/108 - GUIMARANIA","RUA GUIMARÃES, 380","CENTRO",,"38342000","GUIMARANIA","MG"
"11/123 - ITAGUARA","RUA PADRE GREGORIO, Nº 187","CENTRO","35488000","(31) 3184-1232","ITAGUARA","MG"
"11/138 - NOVA UNIAO","RUA PRESIDENTE KENNEDY, 29","CENTRO",,"31 36851255","NOVA UNIAO","MG"
"11/151 - MARILAC",,,,,"MARILAC","MG"
"11/153 - MARTINHO CAMPOS","RUA PITANGUI, 56","CENTRO",,"3735241136","MARTINHO CAMPOS","MG"
"11/160 - MESQUITA","RUA GETÚLIO VARGAS, 145 B","CENTRO",,"32511355","MESQUITA","MG"
"11/164 - MOEMA","RUA CAETÉS, 444","CENTRO",,"35251214","MOEMA","MG"
"11/207 - RAPOSOS","RUA JOAQUIM RODOVIÁRIA (ANTIGA RODOVIÁRIA)","CENTRO",,"31991004884","RAPOSOS","MG"
"11/223 - SANTA EFIGENIA DE MINAS","RUA 1º DE SETEMBRO, 29","CENTRO",,"32971114","SANTA EFIGENIA DE MINAS","MG"
"11/248 - SAO JOSE DA SAFIRA",,,,,"SAO JOSE DA SAFIRA","MG"
"11/277 - VIRGOLANDIA",,,,,"VIRGOLANDIA","MG"
"11/292 - PINTOPOLIS","PRAÇA JOAQUIM MARCELINO  DA CONCEIÇÃO S/NR","CENTRO","39317000","38 3631 8274","PINTOPOLIS","MG"
"11/310 - DOM BOSCO","PRAÇA ELIANE QUEIROZ, 25","ALTO DA BOA VISTA","38654000","38 9802-5045 / 36757171","DOM BOSCO","MG"
"11/315 - CAMPO AZUL","RUA ANTONIO DE ALMEIDA  Nº 518 ","CENTRO","39338000","(38) 3232 8118","CAMPO AZUL","MG"
"11/317 - LUISLANDIA","RUA CIRINO REIS, 667","CENTRO",," 038-32316250 038-99974128","LUISLANDIA","MG"
"11/338 - IBIRACATU","RUA DO COMÉRCIO, 431","CENTRO",," 038-36257103 038-998065443","IBIRACATU","MG"
"11/341 - SAO JOAO DAS MISSOES","RUA PRESIDENTE JUCELINO S/N","CENTRO","39475000","36138265 -  038-998304605","SAO JOAO DAS MISSOES","MG"
"12/7 - ALPERCATA","RUA ANTONIO SALES, 100","CENTRO",,"32361865","ALPERCATA","MG"
"12/30 - CAMPANARIO","RUA HILDEBRANDO CABRAL,387","centro",,"(33)999618480 OU (33)999095902","CAMPANARIO","MG"
"12/43 - CENTRAL DE MINAS","RUA FLORESTA, 12","CENTRO","35260000","3332430223","CENTRAL DE MINAS","MG"
"12/70 - EWBANCK DA CAMARA","Av. Santo Antonio, 441","CENTRO","3610800","3232552145","EWBANK DA CAMARA","MG"
"12/75 - FREI INOCENCIO","AV. DR. JOÃO DE SOUZA LIMA, 731","CENTRO","35112000","32842686","FREI INOCENCIO","MG"
"12/77 - GOVERNADOR VALADARES","AV. VENEZA,1055","GRÃ DUQUESA",,"32729860","GOVERNADOR VALADARES","MG"
"12/90 - ITANHOMI","AV. JK, 91","CENTRO",,"32311345","ITANHOMI","MG"
"12/91 - ITAOBIM","RUA DO PRÉDIO, 73   ","CENTRO",,"(33) 3734-2565","ITAOBIM","MG"
"12/106 - LIMA DUARTE","PRAÇA JOSE GUILHERME DELGADO, S/Nº","BARREIRA","36140000","32811195","LIMA DUARTE","MG"
"12/126 - OLARIA","PRAÇA :PRIMEIRO DE MARÇO,13","CENTRO","36145000","32881112","OLARIA","MG"
"12/132 - FRONTEIRA DOS VALES","RUA SERGIPE, Nº 41","CENTRO",,"33 98892-5298","FRONTEIRA DOS VALES","MG"
"12/161 - RIO DO PRADO","RUA SEVERINO FONSECA, Nº 43","CENTRO",,"3398741-0321","RIO DO PRADO","MG"
"12/166 - RUBIM","RUA SÃO GERALDO, Nº 162","CENTRO","39950000","33 3746-1223/1152 /98867-7599","RUBIM","MG"
"12/208 - TUMIRITINGA","AVENIDA- GETÚLIO VARGAS NR 883","CENTRO",,"(33)32351166","TUMIRITINGA","MG"
"12/213 - MATHIAS LOBATO","RUA JOSE LUCAS DE OLIVEIRA N°138","CENTRO",,"32841488","MATHIAS LOBATO","MG"
"12/224 - ALFREDO VASCONCELOS","PÇA. DOS BANDEIRANTES, 20","CENTRO","36272000","33671107","ALFREDO VASCONCELOS","MG"
"12/225 - ENTRE FOLHAS","PRAÇA PADRE JOSE LANZELOTI,Nº 69","CENTRO","35324000","(33)3324 6162","ENTRE-FOLHAS","MG"
"13/49 - CARRANCAS","RUA PADRE TOLEDO TAQUES, 235","CENTRO","37245000","33271107","CARRANCAS","MG"
"13/64 - COQUEIRAL","RUA MINAS GERAIS NR 62","VILA SONIA",,"(35)3855-1162","COQUEIRAL","MG"
"13/85 - FORTALEZA DE MINAS","RUA  SÃO BENEDITO NR 22-A","CENTRO","37905000","35371590","FORTALEZA DE MINAS","MG"
"13/108 - JACUTINGA","RUA MAJOR AFONSO, 224","CENTRO",,"34431666","JACUTINGA","MG"
"13/122 - MINDURI","AVENIDA GETÚLIO VARGAS NR 338","CENTRO",,"35 33261251","MINDURI","MG"
"13/178 - SAO SEBASTIAO DO OESTE",,,,,"SAO SEBASTIAO DO OESTE","MG"
"13/193 - TOLEDO","RUA SÃO PAULO NR 184","CENTRO",,"34361207","TOLEDO","MG"
"14/21 - BERNARDINO DE CAMPOS",,,,,"BERNARDINO DE CAMPOS","SP"
"14/25 - BORACEIA",,,,,"BORACEIA","SP"
"14/42 - CHAVANTES",,,,,"CHAVANTES","SP"
"14/49 - COTIA",,,,,"COTIA","SP"
"14/54 - FARTURA","RUA LUIZ RIBEIRO SALGADO, 20","CENTRO","18870000","33089204 e 998653819","FARTURA","SP"
"14/62 - IPAUSSU",,,,,"IPAUSSU","SP"
"14/109 - OURINHOS",,,,,"OURINHOS","SP"
"14/113 - PEDERNEIRAS",,,,,"PEDERNEIRAS","SP"
"14/131 - RIO CLARO","AV 8, N º 91","CENTRO","13500000","(19) 35238148","RIO CLARO","SP"
"14/138 - SANTA CRUZ DO RIO PARDO",,,,,"SANTA CRUZ DO RIO PARDO","SP"
"14/139 - SANTA GERTRUDES","RUA 01, 868","CENTRO","13510000","35453759","SANTA GERTRUDES","SP"
"14/173 - ESPIRITO SANTO DO TURVO",,,,,"ESPIRITO SANTO DO TURVO","SP"
"14/181 - SALTINHO","AV. 7 DE SETEMBRO, Nº 1733 - SALA 3 ANEXA","CENTRO",,"34397800 R 36","SALTINHO","SP"
"14/183 - CANITAR",,,,,"CANITAR","SP"
"14/193 - ENGENHEIRO COELHO","AVENIDA PEDRO HEREMANN, 223","CENTRO","13165000","38579647","ENGENHEIRO COELHO","SP"
"15/8 - AGUDOS DO SUL","AV GETULIO VARGAS 69","CENTRO",,"4136241577","AGUDOS DO SUL","PR"
"15/16 - ASTORGA","AV. DR. JOSE SOARES DE AZEVEDO, 48, ASTORGA - PR. CEP 86730000","CENTRO",,"44 32343456","ASTORGA","PR"
"15/17 - DOUTOR CAMARGO","AVENIDA ESTANISLAU PEDRO VIEIRA, 166 - TERMINAL RODOVIÁRIO  ",".CENTRO",,"44 - 32382907 e 988059502","DOUTOR CAMARGO","PR"
"15/20 - IGUARACU","R JOAO BRUNETTI, 446- 2º PISO, IGUARAÇU - PR. CEP 86750-000","CENTRO",,"(44)32481300","IGUARACU","PR"
"15/30 - ANTONINA","RUA DOUTOR CARLOS GOMES DA COSTA, 220 - B - SALA 2","CENTRO","83370000","(41)98486-4378","ANTONINA","PR"
"15/32 - GUARATUBA","RUA JOSE NICOLAU ABAGGE, 1333","CENTRO",,"(41) 3442-6581","GUARATUBA","PR"
"15/112 - CAMPO MOURAO","Rua Brasil,  1407, Campo Mourão-PR - CEP 87302230","Centro",,"(44)35181193","CAMPO MOURAO","PR"
"15/140 - NOVA AURORA","Rodovia PR 180 - KM 1, nº 200, CEP 85410-000","Saída para Cafelândia",,"(45) 3243-1763","NOVA AURORA","PR"
"15/141 - PALOTINA","R. Aldir Pedron, nº 898, CEP 85950-000","Centro, (Praça Amadeo Piovesan)","85950000","(44) 3649-1525","PALOTINA","PR"
"15/183 - PONTA GROSSA","Rua Balduíno Taques,445","Estrela",,"(42) 3225-2403 (42) 3901-1532","PONTA GROSSA","PR"
"15/193 - COLORADO","R BAHIA, 381 - COLORADO-PR, CEP 86690-000","CENTRO",,"44-3321 1228","COLORADO","PR"
"15/227 - ITAUNA DO SUL","AV BRASIL, 887, ITAUNA DO SUL - PR, 87980000","CENTRO",,"4334361087","ITAUNA DO SUL","PR"
"15/235 - PORTO RICO",".Av. Joao Carraro 557 - Porto Rico, Pr. Cep. 87950.000",".Centro ",,"44-34271223","PORTO RICO","PR"
"15/264 - RONDON","AV GOIÁS Nº      537","CENTRO",,"44 3672 2683","RONDON","PR"
"15/289 - FRANCISCO ALVES","R. Jorge Ferreira, nº 627","Centro",,"(44) 3643-8000","FRANCISCO ALVES","PR"
"15/326 - FAZENDA RIO GRANDE","R TENENTE SANDRO LUIZ KAMPA, 182","PIONEIROS",,"36087112","FAZENDA RIO GRANDE","PR"
"15/327 - ANGULO","AV. VALERIO OSMAR ESTEVAO, 72, ÂNGULO-PR, CEP 86755000","CENTRO",,"(44) 3256-1133","ANGULO","PR"
"15/332 - LARANJAL","RUA PERNAMBUCO SN","CENTRO","85275000","42984115679","LARANJAL","PR"
"15/349 - SANTA LUCIA","R. Curitiba, s/nº, CEP 85795-000","Centro",,"(45) 3288-1163","SANTA LUCIA","PR"
"15/361 - IVATE","Rua Maringa, nº 2336, CEP 87525-000","Centro, (Agência do trabalhador)",,"(44) 3673-1245","IVATE","PR"
"15/382 - CRUZMALTINA","Avenida Padre Gualter Farias Negrão nº 40 sala","CENTRO",,"34541103","CRUZMALTINA","PR"
"15/385 - BOM JESUS DO SUL","R. São Paulo, nº 337, CEP 85708-000","Centro",,"(46) 3548-2000","BOM JESUS DO SUL","PR"
"15/390 - GOIOXIM","RUA  7 DE SETEMBRO, S/N","CENTRO",,"(42) 36561002","GOIOXIM","PR"
"15/391 - BOA VENTURA DE SAO ROQUE","rua quintino dos santos","centro",,"36521199","BOA VENTURA DE SAO ROQUE","PR"
"15/393 - CAMPINA DO SIMAO","RUA HEITOR DA ROCHA KRAMER, S/N","CENTRO",,"(42)36348017/ 999104706","CAMPINA DO SIMAO","PR"
"15/394 - FOZ DO JORDAO","RUA PADRE EMILIO BARBIERI, 339","CENTRO",,"36398178","FOZ DO JORDAO","PR"
"15/397 - ARAPUA","AV. PRESIDENTE CAFÉ FILHO","CENTRO",,"43996286907","ARAPUA","PR"
"15/398 - RIO BRANCO DO IVAI","AVENIDA RIO BRANCO, 500","CENTRO",,"4334671000","RIO BRANCO DO IVAI","PR"
"15/399 - PEROBAL","Av. Paraná, nº 709, CEP 87538-000","Centro",,"(44) 3625-1158","PEROBAL","PR"
"15/401 - MANFRINOPOLIS","R. Valter Francisco Manfrin, s/nº, CEP 85628-000","Centro",,"(46) 3562-1052","MANFRINOPOLIS","PR"
"16/69 - RIO DO OESTE","RUA 7 DE SETEMBRO, 828","CENTRO",,"35430997","RIO DO OESTE","SC"
"16/107 - SAO JOAO DO SUL","AV. NEREU RAMOS, 534 - CEP: 88.970-000","CENTRO",,"35390289","SAO JOAO DO SUL","SC"
"16/134 - RIO DAS ANTAS","RUA JACOB WILLIBALDI HARTMAN, S/Nº - CASA  DA CIDADANIA","CENTRO","89550000","35640731","RIO DAS ANTAS","SC"
"16/185 - GUARUJA DO SUL","RUA CEARÁ, 950","CENTRO","89940000","(49) 36420142","GUARUJA DO SUL","SC"
"16/193 - PINHALZINHO","AV SAO PAULO, 1615","CENTRO",,"33666601","PINHALZINHO","SC"
"16/201 - JOSE BOITEUX","RUA 13 DE MAIO, 263","CENTRO","89145000","47 -33527158","JOSE BOITEUX","SC"
"16/213 - UNIAO DO OESTE","AV SAO LUIZ, 531","CENTRO","89845000","49-984066289","UNIAO DO OESTE","SC"
"16/229 - IPUACU","RUA ZANELLA, 818","CENTRO","89832000","34490045","IPUACU","SC"
"16/276 - PALMEIRA","RUA ALZIRO XAVIER, S/N - cep 88545-000","CENTRO",," 49 99156776","PALMEIRA","SC"
"17/7 - LAURO DE FREITAS","CASA DO TRABALHADOR (NOVO ENDEREÇO)","CENTRO - BA","42700000","(71) 3288-8694","LAURO DE FREITAS","BA"
"17/14 - ANTONIO CARDOSO","RUA CORONEL JOÃO AUGUSTO, S/N","CENTRO","44180000","75 3219-1008 81503402","ANTONIO CARDOSO","BA"
"17/24 - ANTAS","Rua João Felix","CENTRO",,"71 999980761","ANTAS","BA"
"17/32 - ENTRE RIOS","RUA OLINDA,S/Nº","CENTRO","48148000","34202273","ENTRE RIOS","BA"
"17/112 - SAPEACU","PRAÇA DA BANDEIRA, Nº 176","CENTRO",,"75 983730446","SAPEACU","BA"
"17/124 - MAIRI","PRAÇA JJ SEABRA, NR 138 CEP 44630-000","CENTRO",,"74 3632-2110 99923-9094","MAIRI","BA"
"17/156 - ABARE","AVENIDA MINISTRO OLIVEIRA BRITO, S/N","CENTRO","48680000","75 3287-2440  99978-9740","ABARE","BA"
"17/164 - MACURURE","PRAÇA MUNICIPAL, Nº 247","CENTRO",,"75  99947-9044","MACURURE","BA"
"17/183 - CRISTOPOLIS","AV MAJOR CLARO, 160","CENTRO",,"(77)99866-6185 Vivo 36181100","CRISTOPOLIS","BA"
"17/216 - RAFAEL JAMBEIRO","PRAÇA LUIZ EDUARDO MAGALHÃES, S/N","CENTRO",,"75 3680-2122 99255-5220","RAFAEL JAMBEIRO","BA"
"17/241 - MUQUEM DO SAO FRANCISCO","PRACA JAIME OLIVEIRA DO AMOR S/N",".CENTRO",,"(77) 99904-2369","MUQUEM DO SAO FRANCISCO","BA"
"18/50 - IGUAI","RUA CASTRO ALVES, 16","CENTRO",,"7332712210","IGUAI","BA"
"18/65 - ITANHEM","RUA DAS PEDRAS, S/NR - SAC","BAIRRO SÃO JOÃO",,"32952909","ITANHEM","BA"
"18/113 - RIO DE CONTAS","PÇA CEL CARLOS SOUTO, 357","CENTRO",,"7734752165","RIO DE CONTAS","BA"
"19/4 - ARAUA","RUA CEL JOÃO TRINDADE NETO, Nº  63","CENTRO","49220000","35471232","ARAUA","SE"
"19/19 - DIVINA PASTORA","PRAÇA DA BANDEIRA, S/NR","CENTRO","49650000","32711258","DIVINA PASTORA","SE"
"19/39 - MARUIM","PRAÇA BARÃO DE MARUIM, S/Nº","CENTRO","49770000","32751784","MARUIM","SE"
"19/47 - NOSSA SENHORA DO SOCORRO","PRAÇA GETÚLIO VARGAS, Nº 154","CENTRO",,"32791090","NOSSA SENHORA DO SOCORRO","SE"
"19/51 - PINHAO","TRAVESSA MUNICIPAL, Nº 23","PINHÃO",,"34611323","PINHAO","SE"
"19/60 - ROSARIO DO CATETE","TV PADRE GILSON GRACIA , S/Nº","CENTRO","49760000","998154784","ROSARIO DO CATETE","SE"
"19/63 - SANTA ROSA DE LIMA","RUA ORLANDO DANTAS, 26/ ao lado da Prefeitura Municipal","CENTRO","49640000","98831-0182/99665-1075","SANTA ROSA DE LIMA","SE"
"19/64 - SANTO AMARO DAS BROTAS","AV JOAQUIM MAYNARD, 102","CENTRO","49180000","32661269","SANTO AMARO DAS BROTAS","SE"
"20/22 - COQUEIRO SECO","RUA JOÃO NAVARRO, Nº 61","CENTRO","57140001","32671131","COQUEIRO SECO","AL"
"20/39 - JUNDIA","RUA DO COMÉRCIO, 241","CENTRO",,"91286437","JUNDIA","AL"
"20/42 - LIMOEIRO DE ANADIA","RUA MAJOR LUIS CARLOS, 109","CENTRO",,"82982087377","LIMOEIRO DE ANADIA","AL"
"21/5 - PRIMAVERA","RUA PROFESSOR JAIR MEIRELLES","CENTRO","55510-00","35621126","PRIMAVERA","PE"
"21/55 - LAGOA DO ITAENGA","AV MARIA AURORA, 12","CENTRO","55840000","(81) 99795-9389","LAGOA DE ITAENGA","PE"
"21/74 - FERNANDO DE NORONHA",,,,,"FERNANDO DE NORONHA","PE"
"21/77 - RECIFE ARRUDA",,,,,"RECIFE","PE"
"21/79 - RECIFE SANTO AMARO",,,,,"RECIFE","PE"
"21/83 - RECIFE SAO JOSE",,,,,"RECIFE","PE"
"21/84 - RECIFE TEJIPIO",,,,,"RECIFE","PE"
"21/136 - CALUMBI",,,,,"CALUMBI","PE"
"21/158 - EXU","PRAÇA CASSIMIRO ULISSES, 20","CENTRO","56230000","(87) 999881449","EXU","PE"
"21/159 - GRANITO",,,,,"GRANITO","PE"
"21/164 - BOM CONSELHO","RUA CLETO CAMPELO, 137","CENTRO",,"(87) 996043265","BOM CONSELHO","PE"
"23/11 - AREIA","RUA SANTA RITA, 163; CEP 58.397-000","CENTRO",,"83 99175-2340","AREIA","PB"
"23/45 - CONDADO","JSM EXTINTA",,,,"CONDADO","PB"
"23/46 - CONDE","jsm suspensa",,,,"CONDE","PB"
"23/49 - CRUZ DO ESPIRITO SANTO","Praça dos Três Poderes, S/N, CEP 58.337-000","Centro",,"83 982088986","CRUZ DO ESPIRITO SANTO","PB"
"23/103 - NOVA PALMEIRA",,,,,"NOVA PALMEIRA","PB"
"23/135 - SANTA RITA","RUA JUAREZ TAVORA, 93","CENTRO","5830041","(83)98838-3264","SANTA RITA","PB"
"23/154 - SAO VICENTE DO SERIDO","JSM SUSPENSA",,,,"SAO VICENTE DO SERIDO","PB"
"23/156 - SERRA GRANDE","RUA SÃO JOSÉ, 59, CEP 58.955-000","CENTRO",,"83 988896469","SERRA GRANDE","PB"
"24/1 - ACARI","RUA DA MATRIZ, Nº 264","CENTRO","59370000","84999283797","ACARI","RN"
"24/3 - AFONSO BEZERRA","PRAÇA CIVICA 9 DE JUNHO, 37","CENTRO",,"35332407","AFONSO BEZERRA","RN"
"24/14 - BAIA FORMOSA","LARGO ACELINO MONTEIRO DA CRUZ 71","CENTRO",,"(84) 30926221","BAIA FORMOSA","RN"
"24/22 - CANGUARETAMA","RUA SÃO JOSÉ, S/Nº","CENTRO","59190000","91247961","CANGUARETAMA","RN"
"24/24 - CARNAUBA DOS DANTAS","RUA JUVENAL LAMARTINE, 200 B","CENTRO",,"988588758","CARNAUBA DOS DANTAS","RN"
"24/39 - FRANCISCO DANTAS","RUA DA MATRIZ, 36","CENTRO",,"(84)33790051","FRANCISCO DANTAS","RN"
"24/42 - GOIANINHA","RUA DAVID SIMONETT, 49","CENTRO",,"991772248","GOIANINHA","RN"
"24/50 - JACANA","RUA JOAO FERNANDES DA SILVA, S NR","CENTRO","59225000","87158640","JACANA","RN"
"24/64 - LAGOA DE PEDRAS","RUA JOAO JOSE DA SILVEIRA  S/N","CENTRO",,"+55 (84) 87043219","LAGOA DE PEDRAS","RN"
"24/65 - LAGOA DE VELHOS","RUA SANTOS DUMONT 205","CENTRO",,"988224540","LAGOA DE VELHOS","RN"
"24/69 - LAJES PINTADAS","RUA SAO FRANCISCO 275","CENTRO","59235000","988384563","LAJES PINTADAS","RN"
"24/71 - LUIS GOMES","RUA PREFEITO  FRANCISCO FONTES, 134","CENTRO",,"96233365","LUIS GOMES","RN"
"24/77 - MONTANHAS","RUA ESPORTIVA 215 - CEP: 59198-000 - MONTANHAS-RN","CENTRO",,"(84)987211693","MONTANHAS","RN"
"24/78 - MONTE ALEGRE","RUA ALFREDO XAVIER S/N","CENTRO",,"991554682","MONTE ALEGRE","RN"
"24/82 - NISIA FLORESTA","RUA - JOSÉ AMERICO DE OLIVEIRA  S/N CEP 59164-000 NÍSIA FLORESTA/RN","CENTRO",,"84992218858","NISIA FLORESTA","RN"
"24/104 - PUREZA","RUA JOEL CRISTINO, S/Nº","CENTRO","59582000","84991702900","PUREZA","RN"
"24/137 - SITIO NOVO","RUA FERREIRA CHICO 96","CENTRO",,"84988540158","SITIO NOVO","RN"
"24/147 - VARZEA","RUA JOSE BENTO, N 21, VÁRZEA-RN, CEP 59.185-000.","CENTRO",,"(84) 988330834","VARZEA","RN"
"24/158 - TIBAU",".",".",,"84994829987","TIBAU","RN"
"24/164 - SANTA MARIA",".RUA MANOEL JOSÉ MACHADO , 13",".CENTRO",,"84 999806753","SANTA MARIA","RN"
"25/42 - CRATO","RUA ARARIPE, 384","CENTRO","63100380","(88) 9 9624-5281","CRATO","CE"
"25/81 - MAURITI","RUA MARECHAL FLORIANO PEIXOTO NR 137","CENTRO","63210000","(88) 9 9606-4850","MAURITI","CE"
"25/83 - MILAGRES","RUA PRESIDENTE VARGAS, 200","CENTRO","63250000","(88) 9 9623-0140","MILAGRES","CE"
"25/93 - NOVA RUSSAS","RUA PADRE FRANCISCO ROSA, 1388 ","CENTRO",,"(88)9 9955-8818","NOVA RUSSAS","CE"
"25/106 - PENAFORTE","PRAÇA QUERUBINA BRINGEL, S/N","CENTRO","63280000","(88) 9 8801-1221","PENAFORTE","CE"
"25/122 - SANTANA DO CARIRI","RUA DR. JOSÉ AUGUSTO DE ARAÚJO, 387","CENTRO","63190000","(88) 9 9941-0978","SANTANA DO CARIRI","CE"
"25/139 - URUOCA",".RUA JOÃO RODRIGUES","CENTRO",,"36481291","URUOCA","CE"
"26/20 - BOM JESUS","AVENIDA JOSUÉ PARENTE, SN, ","CENTRO","64900000","89 9 81237590","BOM JESUS","PI"
"26/40 - FLORIANO",".AV BUCAR NETO S/N ESPAÇO DA CIDADANIA FREI VICENTE CARDONE",".CANCELA",,"(89)999210761","FLORIANO","PI"
"26/60 - MANOEL EMIDIO","PRAÇA SÃO FÉLIX, 11","CENTRO","64875000","35351230","MANOEL EMIDIO","PI"
"26/74 - PAES LANDIM",".Rua Piauí s/n","Centro",,"(89)94193609","PAES LANDIM","PI"
"26/148 - SANTA CRUZ DOS MILAGRES","RUA SÃO NICOLAU, S/N","CENTRO",,"89999440991","SANTA CRUZ DOS MILAGRES","PI"
"26/164 - MADEIRO","RUA JOSÉ RODRIGUES, S/N","CENTRO",,"33360012","MADEIRO","PI"
"26/185 - SUSSUAPARA","RUA JOSÉ DOMINGOS DA ROCHA, 100","CENTRO","64610000","(89) 9 88056345 / 9 9409 6842","SUSSUAPARA","PI"
"27/4 - ALTAMIRA DO MARANHAO","RUA JOSE FREITAS, 902","CENTRO","65310000","36640231","ALTAMIRA DO MARANHAO","MA"
"27/48 - HUMBERTO DE CAMPOS","PRAÇA DR LEONCIO RODRIGUES  Nº 136","CENTRO",,"98 992369870","HUMBERTO DE CAMPOS","MA"
"27/55 - LAGO DA PEDRA","RUA CEL PEDRO BOREA S/N","CENTRO",,"99 981123517","LAGO DA PEDRA","MA"
"27/59 - LORETO","PRAÇA BARÃO DO RIO BRANCO (SECRETARIA DE INFRAESTRTURA)","CENTRO","65895000","(99) 98149 3016","LORETO","MA"
"27/61 - MATA ROMA","PRAÇA JOSÉ SARNEY, S/Nº","PREFEITURA - CENTRO","65510000","34751205","MATA ROMA","MA"
"27/85 - PIRAPEMAS","PÇA JOAO LISBOA S/N","CENTRO","65460000","98 983113042","PIRAPEMAS","MA"
"27/89 - PRESIDENTE JUSCELINO","Praça Santo Antonio","Centro",,"33641005","PRESIDENTE JUSCELINO","MA"
"27/93 - SAO JOSE DE RIBAMAR","ESTRADA DE RIBAMAR, SHOPPING PÁTIO NORTE","ESTRADA DE RIBAMAR",,"32246010/ 987492095","SAO JOSE DE RIBAMAR","MA"
"27/96 - SANTA HELENA","PRAÇA DA BANDEIRA  S/N","CENTRO ADMINISTRATIVO",,"(98) 981292605","SANTA HELENA","MA"
"27/131 - CARUTAPERA","PRAÇA PADRE AUGUSTO MOZAR Nº 400","CENTRO","65295000","(98) 984373730","CARUTAPERA","MA"
"27/157 - GOV LUIS ROCHA","PRAÇA JOÃO GONÇALVES, S/NR","CENTRO",,"984268347","GOVERNADOR LUIZ ROCHA","MA"
"27/161 - PAULINO NEVES","AVENIDA DEMÉTRIO RIBEIRO, S/N","CENTRO","65585000","(98)987080796","PAULINO NEVES","MA"
"27/169 - LAGOA DO MATO","PRAÇA 10 DE NOVEMBRO, S/N","CENTRO","65683000","98 91729","LAGOA DO MATO","MA"
"27/171 - CENTRO DO GUILHERME","RUA PRINCIPAL, S/Nº","PREFEITURA - CENTRO","65288000","33231022","CENTRO DO GUILHERME","MA"
"27/177 - PERITORO","RUA FILIPINHO, S/N ","FILIPINHO","65418000","(99) 991860572","PERITORO","MA"
"28/1 - ABAETETUBA","RUA GETÚLIO VARGAS, 28","CENTRO",,"37513656","ABAETETUBA","PA"
